Store_Name,Store_Type,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,X,Y,ObjectId,unique_ID,current_partner,potential_partner
Su Casa,NA,218 W 3rd St,NA,Beardstown,IL,62618,1146,CASS,-90.434937,40.016167,-90.434937,40.016167,214869,21862618,No,NA
Big Lots 805,Discount Retailers (no produce),1383 E Pershing Rd,NA,Decatur,IL,62526,NA,MACON,-88.93779,39.877178,-88.93779,39.877178,214899,138362526,No,Unqualified
Aldi 64070,Large Grocery Chain,1390 Deep Lake Rd,NA,Antioch,IL,60002,NA,LAKE,-88.062637,42.441723,-88.062637,42.441723,214951,139060002,No,Potential Partner
Walmart 5044,Large Grocery Chain,10000 Bartel Blvd,NA,Galena,IL,61036,8219,JO DAVIESS,-90.447342,42.434387,-90.447342,42.434387,214973,1000061036,No,Potential Partner
Om Shree Ganesh Inc,NA,320 N Court St,NA,Rockford,IL,61103,6896,WINNEBAGO,-89.095406,42.274639,-89.095406,42.274639,215140,32061103,No,NA
Nobles Grocery,Grocery Store,529 W Jefferson St,NA,Rockford,IL,61103,6729,WINNEBAGO,-89.096733,42.274673,-89.096733,42.274673,215145,52961103,No,Potential Partner
Tobacco Outlet,Tobacco Store,3219 N Main St,NA,Rockford,IL,61103,3126,WINNEBAGO,-89.077141,42.308136,-89.077141,42.308136,215148,321961103,No,NA
Dollar Tree 7102,Dollar Store,2711 Sangamon Ave,Unit B,Springfield,IL,62711,NA,SANGAMON,-89.614861,39.831165,-89.614861,39.831165,215228,271162711,No,Unqualified
WALGREENS  3014,Convenience Store,2311 Ogden Ave,NA,Aurora,IL,60504,7221,DU PAGE,-88.259872,41.733425,-88.259872,41.733425,215318,231160504,No,Unqualified
"SUPERMERCADO SANTOS, INC.",Grocery Store,4045 W 31st St,NA,Chicago,IL,60623,4904,COOK,-87.726082,41.836834,-87.726082,41.836834,215341,404560623,No,Potential Partner
Nuevo Leon Bakery,Bakery,4062 W 26th St,NA,Chicago,IL,60623,3734,COOK,-87.727058,41.844257,-87.727058,41.844257,215342,406260623,No,Unqualified
SUPERMERCADO CUAUHTEMOC,Grocery Store,2506 S Kedzie Ave,NA,Chicago,IL,60623,4007,COOK,-87.705162,41.846191,-87.705162,41.846191,215536,250660623,No,Potential Partner
"MARY'S FOOD, INC.",NA,2400 S Hamlin Ave,NA,Chicago,IL,60623,3803,COOK,-87.719826,41.847851,-87.719826,41.847851,215537,240060623,No,NA
DOLLAR GENERAL 6266,Dollar Store,401 N Mine St,NA,Sandoval,IL,62882,1119,MARION,-89.114349,38.61623,-89.114349,38.61623,215539,40162882,No,Unqualified
ROGERS PARK FRUIT MARKET,Fruit and/or Vegetable Retailer,7401 N Clark St,NA,Chicago,IL,60626,1660,COOK,-87.675148,42.015968,-87.675148,42.015968,215540,740160626,No,Potential Partner
Case Hernandez,NA,1725 W Lunt Ave,NA,Chicago,IL,60626,3212,COOK,-87.673042,42.008957,-87.673042,42.008957,215542,172560626,No,NA
County Market 329,Large Grocery Chain,406 W Madison St,NA,Pontiac,IL,61764,1727,LIVINGSTON,-88.633209,40.880283,-88.633209,40.880283,215543,40661764,No,Potential Partner
PAULINA SUPERMARKET INC,Grocery Store,7622 N Paulina St,NA,Chicago,IL,60626,1018,COOK,-87.673149,42.019814,-87.673149,42.019814,215545,762260626,No,Potential Partner
MINI MERCADO LA BETANIA,NA,2800 S Tripp Ave,NA,Chicago,IL,60623,4336,COOK,-87.730545,41.840359,-87.730545,41.840359,215546,280060623,No,NA
LA MERCED INC,NA,4335 W 26th St,NA,Chicago,IL,60623,4364,COOK,-87.732628,41.844097,-87.732628,41.844097,215548,433560623,No,NA
Casey's General Store 2507,Convenience Store,703 E Howard St,NA,Pontiac,IL,61764,2152,LIVINGSTON,-88.621971,40.88118,-88.621971,40.88118,215550,70361764,No,Unqualified
FRUTERIA EL MERCADO of Chicago Inc,Fruit and/or Vegetable Retailer,2759 S Spaulding Ave,NA,Chicago,IL,60623,4753,COOK,-87.707008,41.841007,-87.707008,41.841007,215551,275960623,No,Potential Partner
Dollar General Store 17292,Dollar Store,12114 Highway 173,NA,Hebron,IL,60034,9619,MCHENRY,-88.433777,42.471622000000004,-88.433777,42.471622000000004,215639,1211460034,No,Unqualified
Casey's General Store 1627,Convenience Store,RT 122 Rte 122  Maple,NA,Minier,IL,61759,NA,TAZEWELL,-89.320541,40.441147,-89.320541,40.441147,215679,RT61759,No,Unqualified
Alsip Bp Inc,Gas Station,12230 S Cicero Ave,NA,Alsip,IL,60803,2907,COOK,-87.738991,41.670792,-87.738991,41.670792,215689,1223060803,No,Unqualified
Family Dollar 11994,Dollar Store,7544 S Stony Island Ave,NA,Chicago,IL,60649,3926,COOK,-87.586143,41.757397,-87.586143,41.757397,215827,754460649,No,Unqualified
Dharni Gas And Food,Gas Station,830 Main St,NA,Antioch,IL,60002,1528,LAKE,-88.096207,42.480377,-88.096207,42.480377,215843,83060002,No,Unqualified
South Shore Farmer's Market Inc,Farmers Market,7900 South Shore Dr,NA,Chicago,IL,60649,NA,COOK,-87.549728,41.75346,-87.549728,41.75346,215846,790060649,No,Potential Partner
Walgreens 15667,Convenience Store,122 S Michigan Ave,Fl 1,Chicago,IL,60603,6000,COOK,-87.624504,41.880203,-87.624504,41.880203,215850,12260603,No,Unqualified
7-eleven 38046A,Convenience Store,191 W Adams St,NA,Chicago,IL,60603,3601,COOK,-87.633476,41.879318,-87.633476,41.879318,215851,19160603,No,Unqualified
MR G'S FOOD & LIQUOR,Liquor Store,332 E 58th St,NA,Chicago,IL,60637,1349,COOK,-87.618011,41.789368,-87.618011,41.789368,215892,33260637,No,Unqualified
Jewel Food Store 1296,Large Grocery Chain,7342 W Foster,NA,Chicago,IL,60656,NA,COOK,-87.810669,41.974514,-87.810669,41.974514,215901,734260656,No,Potential Partner
CVS  3170,Convenience Store,6417 W Higgins Ave,NA,Chicago,IL,60656,2202,COOK,-87.788521,41.976437,-87.788521,41.976437,215910,641760656,No,Unqualified
L & P Foods,NA,7047 S State St,NA,Chicago,IL,60637,4513,COOK,-87.624863,41.765995,-87.624863,41.765995,215914,704760637,No,NA
Amer Inc,NA,6661 S State St,NA,Chicago,IL,60637,3036,COOK,-87.624649,41.77306,-87.624649,41.77306,215964,666160637,No,NA
Circle K 1420,Gas Station,2900 NE Adams St,NA,Peoria,IL,61603,2302,PEORIA,-89.560646,40.714851,-89.560646,40.714851,215979,290061603,No,Unqualified
Y & A Fuel Inc,Gas Station,2112 Ogden Ave,NA,Aurora,IL,60504,7595,DU PAGE,-88.264481,41.731071,-88.264481,41.731071,216078,211260504,No,Unqualified
Rockton Mobil 37,Gas Station,111 N Blackhawk Blvd,NA,Rockton,IL,61072,2403,WINNEBAGO,-89.072403,42.452648,-89.072403,42.452648,216126,11161072,No,Unqualified
Torrance Food Inc,NA,10600 S Torrence Ave,NA,Chicago,IL,60617,6118,COOK,-87.559944,41.702587,-87.559944,41.702587,216136,1060060617,No,NA
7 Seas Food & Meat Mart,Meat or Fish Market,6501 S Cottage Grove Ave,NA,Chicago,IL,60637,4209,COOK,-87.605804,41.77655,-87.605804,41.77655,216137,650160637,No,Unqualified
Casey's General Store 3083,Convenience Store,4650 E Rockton Rd,NA,Rockton,IL,61072,NA,WINNEBAGO,-89.02594,42.456451,-89.02594,42.456451,216151,465061072,No,Unqualified
Wolf Butcher Inc.,Meat or Fish Market,5605 W Chicago Ave,NA,Chicago,IL,60651,2618,COOK,-87.765686,41.89468,-87.765686,41.89468,216154,560560651,No,Unqualified
Casey's General Store 1590,Convenience Store,315 Grummon St,NA,Paw Paw,IL,61353,8928,LEE,-88.97979,41.688828,-88.97979,41.688828,216201,31561353,No,Unqualified
Simon Oil Inc,Gas Station,11901 S Pulaski Rd,NA,Alsip,IL,60803,1114,COOK,-87.719681,41.676342,-87.719681,41.676342,216205,1190160803,No,Unqualified
Pilot Travel Center 1030,Gas Station,12680 S Kedzie Ave,NA,Alsip,IL,60803,1030,COOK,-87.699883,41.663422,-87.699883,41.663422,216207,1268060803,No,Unqualified
Clybourn Market,NA,2807 N Clybourn Ave,NA,Chicago,IL,60618,8201,COOK,-87.67836,41.932495,-87.67836,41.932495,216218,280760618,No,NA
La Frontera Corporation,NA,614 E 4th St,NA,Beardstown,IL,62618,1311,CASS,-90.428177,40.017982,-90.428177,40.017982,216239,61462618,No,NA
SAVE-A-LOT 24370,Large Grocery Chain,868 W Riverside Blvd,NA,Rockford,IL,61103,2180,WINNEBAGO,-89.074142,42.315731,-89.074142,42.315731,216330,86861103,No,Potential Partner
Dollar General 22647,Dollar Store,801 North State Street,NA,Ridge Farm,IL,61870,NA,VERMILION,-87.650726,39.902576,-87.650726,39.902576,216360,80161870,No,Unqualified
Minit Mart 625,Convenience Store,Interstate 57 & Rt 24,NA,Gilman,IL,60938,NA,IROQUOIS,-88.006668,40.751324,-88.006668,40.751324,216377,Interstate60938,No,Unqualified
Meijer Inc 178,Large Grocery Chain,808 N Route 59,NA,Aurora,IL,60504,4912,DU PAGE,-88.205978,41.767666,-88.205978,41.767666,216399,80860504,No,Potential Partner
Walmart Supercenter 1451,Large Grocery Chain,100 Lincoln Ave,NA,Beardstown,IL,62618,9301,CASS,-90.393028,39.999004,-90.393028,39.999004,216412,10062618,No,Potential Partner
Walgreens 11542,Convenience Store,411 W Lincoln Ave,NA,Charleston,IL,61920,3022,COLES,-88.185432,39.484398,-88.185432,39.484398,216443,41161920,No,Unqualified
Walmart  612,Large Grocery Chain,2250 Lincoln Ave,NA,Charleston,IL,61920,3028,COLES,-88.16098,39.485031,-88.16098,39.485031,216444,225061920,No,Potential Partner
Bement Mini Mart Inc,Mini Mart,249 S Macon St,NA,Bement,IL,61813,1410,PIATT,-88.571831,39.920872,-88.571831,39.920872,216575,24961813,No,Potential Partner
Pilot Travel Center 468,Gas Station,815 US Highway 24 W,NA,Gilman,IL,60938,8006,IROQUOIS,-87.972954,40.767086,-87.972954,40.767086,216583,81560938,No,Unqualified
DOLLAR GENERAL  3558,Dollar Store,1106 W 4th St,NA,Sterling,IL,61081,3237,WHITESIDE,-89.711388,41.789814,-89.711388,41.789814,216652,110661081,No,Unqualified
EL TRIGAL BAKERY,Bakery,3059 W Montrose Ave,NA,Chicago,IL,60618,1330,COOK,-87.705605,41.961193,-87.705605,41.961193,216659,305960618,No,Unqualified
Dollar General 16204,Dollar Store,627 N County Highway 22,NA,Cowden,IL,62422,NA,SHELBY,-88.870987,39.240551,-88.870987,39.240551,216666,62762422,No,Unqualified
WOORY MARKET ORIENTAL FOOD,NA,1105 N Salem Dr,NA,Schaumburg,IL,60194,1332,COOK,-88.099342,42.046051,-88.099342,42.046051,216694,110560194,No,NA
Quick Grab Mart,Convenience Store,1101 N Illinois Route 48,NA,Decatur,IL,62522,1464,MACON,-88.977242,39.852406,-88.977242,39.852406,216695,110162522,No,Unqualified
FAREWAY STORES INC 59,NA,540 Pritchard Dr,NA,Geneseo,IL,61254,1266,HENRY,-90.147018,41.43948,-90.147018,41.43948,216726,54061254,No,NA
CVS Pharmacy 1170,Convenience Store,3200 Caton Farm Rd,NA,Joliet,IL,60431,1202,WILL,-88.168243,41.565395,-88.168243,41.565395,216796,320060431,No,Unqualified
Ires Food Market,Food Market,1649 Montgomery Rd,Ste 5,Aurora,IL,60504,4363,DU PAGE,-88.274399,41.733944,-88.274399,41.733944,216808,164960504,No,Potential Partner
Target Store 835,Large Grocery Chain,2621 W Schaumburg Rd,NA,Schaumburg,IL,60194,3894,COOK,-88.144974,42.024677,-88.144974,42.024677,216832,262160194,No,Potential Partner
Rite Price,NA,2227 W Schaumburg Rd,NA,Schaumburg,IL,60194,3891,COOK,-88.135529,42.024395,-88.135529,42.024395,216856,222760194,No,NA
CVS Pharmacy 8734,Convenience Store,1801 W Golf Rd,NA,Schaumburg,IL,60194,1148,COOK,-88.125031,42.047283,-88.125031,42.047283,216867,180160194,No,Unqualified
Gordon Food Service Store LLC MP156,Large Grocery Chain,1005 E Golf Rd,NA,Schaumburg,IL,60173,4505,COOK,-88.054993,42.050114,-88.054993,42.050114,216873,100560173,No,Potential Partner
Speedway 8313,Convenience Store,5800 S Harlem Ave,NA,Summit,IL,60501,1408,COOK,-87.801369,41.786537,-87.801369,41.786537,216926,580060501,No,Unqualified
JOFEN ORIENTAL FRESH MARKET,Fresh Market,457 N Bolingbrook Dr,NA,Bolingbrook,IL,60440,1322,WILL,-88.068832,41.711334,-88.068832,41.711334,216997,45760440,No,Potential Partner
PAW PAW FRESH MARKET,Fresh Market,361 Chicago Rd,NA,Paw Paw,IL,61353,NA,LEE,-88.982056,41.688538,-88.982056,41.688538,216998,36161353,No,Potential Partner
Glenview 9049,NA,1401 Waukegan Rd,NA,Glenview,IL,60025,2160,COOK,-87.798035,42.080338,-87.798035,42.080338,217010,140160025,No,NA
NR Foods LLC,NA,6627 N Clark St,NA,Chicago,IL,60626,4003,COOK,-87.671768,42.002487,-87.671768,42.002487,217016,662760626,No,NA
Greenview Rogers Park LLC,NA,7575 N Rogers Ave,NA,Chicago,IL,60626,1709,COOK,-87.668541,42.019009,-87.668541,42.019009,217018,757560626,No,NA
CREMERIA SANTA MARIA  1,NA,3424 W 26th St,1st Floor,Chicago,IL,60623,4061,COOK,-87.710922,41.844608,-87.710922,41.844608,217024,342460623,No,NA
Teresita's Grocery 1,Grocery Store,2857 S Kedvale Ave,NA,Chicago,IL,60623,4362,COOK,-87.727753,41.83881,-87.727753,41.83881,217025,285760623,No,Potential Partner
Karam's Food Mart LLC,Food Market,2801 S Christiana Ave,Floor 1,Chicago,IL,60623,NA,COOK,-87.708298,41.840698,-87.708298,41.840698,217026,280160623,No,Potential Partner
Clark Mini Mart 1,Mini Mart,6761 N Clark St,NA,Chicago,IL,60626,3220,COOK,-87.672806,42.005157,-87.672806,42.005157,217030,676160626,No,Potential Partner
7 Eleven Store 33698J,Convenience Store,6401 N. Sheridan Rd.,NA,Chicago,IL,60626,NA,COOK,-87.659798,41.998493,-87.659798,41.998493,217032,640160626,No,Unqualified
Donnie's Food & Liquor,Liquor Store,4265 W Cermak Rd,NA,Chicago,IL,60623,2951,COOK,-87.732147,41.851082,-87.732147,41.851082,217033,426560623,No,Unqualified
Circle K 0182,Gas Station,700 Oriole Dr,NA,Peotone,IL,60468,8988,WILL,-87.815865,41.324501,-87.815865,41.324501,217111,70060468,No,Unqualified
Thorntons 382,Convenience Store,612 E Mound Rd,NA,Decatur,IL,62526,1949,MACON,-88.950066,39.891476,-88.950066,39.891476,217124,61262526,No,Unqualified
Itasca Fuel,Gas Station,1150 W Irving Park Rd,NA,Itasca,IL,60143,2006,DU PAGE,-88.031044,41.972603,-88.031044,41.972603,217154,115060143,No,Unqualified
Beck's 19,Gas Station,703 Shooting Park Rd,NA,Peru,IL,61354,1877,LA SALLE,-89.114532,41.338619,-89.114532,41.338619,217272,70361354,No,Unqualified
WALGREENS  4948,Convenience Store,101 Lily Cache Ln,NA,Bolingbrook,IL,60440,4895,WILL,-88.069092,41.691174,-88.069092,41.691174,217360,10160440,No,Unqualified
DOLLAR TREE 0689,Dollar Store,130 S Bolingbrook Dr,NA,Bolingbrook,IL,60440,2852,WILL,-88.068199,41.697655,-88.068199,41.697655,217365,13060440,No,Unqualified
ALDI 68045 68045,Large Grocery Chain,3080 Hennepin Dr,NA,Joliet,IL,60431,1179,WILL,-88.156937,41.573746,-88.156937,41.573746,217465,308060431,No,Potential Partner
Hess 21 Llc,NA,930 N Van Dyke St,NA,Decatur,IL,62522,1663,MACON,-88.968079,39.850216,-88.968079,39.850216,217507,93062522,No,NA
Target Store 867,Large Grocery Chain,1188 Boughton Rd W,NA,Bolingbrook,IL,60440,NA,WILL,-88.121597,41.703442,-88.121597,41.703442,217508,118860440,No,Potential Partner
Costco Wholesale 0387,Large Grocery Chain,1375 N Meacham Rd,NA,Schaumburg,IL,60173,4805,COOK,-88.044945,42.053028,-88.044945,42.053028,217534,137560173,No,Potential Partner
BISMILLAH MARKET,NA,475 W Boughton Rd,NA,Bolingbrook,IL,60440,1821,WILL,-88.086296,41.707718,-88.086296,41.707718,217565,47560440,No,NA
Bolingbrook Fiesta Market Inc,NA,160 N Bolingbrook Dr,NA,Bolingbrook,IL,60440,2350,WILL,-88.068298,41.700516,-88.068298,41.700516,217594,16060440,No,NA
Chika International Market,NA,522 E Boughton Rd,NA,Bolingbrook,IL,60440,2181,WILL,-88.049278,41.718475,-88.049278,41.718475,217616,52260440,No,NA
Circle K 4706717,Gas Station,398 S Bolingbrook Dr,NA,Bolingbrook,IL,60440,3410,WILL,-88.067757,41.687065,-88.067757,41.687065,217617,39860440,No,Unqualified
Walmart  957,Large Grocery Chain,125 E Bestor Dr,NA,Geneseo,IL,61254,1972,HENRY,-90.156639,41.432858,-90.156639,41.432858,217625,12561254,No,Potential Partner
KROGER 922,Large Grocery Chain,3070 N  WATER,NA,DECATUR,IL,62526,NA,MACON,-88.954956,39.878719,-88.954956,39.878719,217674,307062526,No,Potential Partner
Rockton Phillips 66,Gas Station,629 N Blackhawk Blvd,NA,Rockton,IL,61072,2101,WINNEBAGO,-89.070587,42.458248,-89.070587,42.458248,218003,62961072,No,Unqualified
63rd And Drexel Mobil.,Gas Station,850 E 63rd St,NA,Chicago,IL,60637,3538,COOK,-87.603912,41.780804,-87.603912,41.780804,218090,85060637,No,Unqualified
D Train Food Mart,Food Market,447 E 63rd St,NA,Chicago,IL,60637,3344,COOK,-87.614082,41.78019,-87.614082,41.78019,218103,44760637,No,Potential Partner
Phillips Conoco At 67th St Inc,Gas Station,501 E 67th St,NA,Chicago,IL,60637,4001,COOK,-87.612968,41.772919,-87.612968,41.772919,218124,50160637,No,Unqualified
Han Oil Inc,Gas Station,6700 S Cottage Grove Ave,NA,Chicago,IL,60637,4128,COOK,-87.605797,41.772984,-87.605797,41.772984,218125,670060637,No,Unqualified
71st & State Fuel Inc,Gas Station,7059 S State St,NA,Chicago,IL,60637,4513,COOK,-87.624886,41.765743,-87.624886,41.765743,218129,705960637,No,Unqualified
CVS Pharmacy 10627,Convenience Store,720 S Crescent St,NA,Gilman,IL,60938,1518,IROQUOIS,-87.994354,40.758881,-87.994354,40.758881,218159,72060938,No,Unqualified
Casey's General Store 2165,Convenience Store,6644 US 45 S,NA,Carrier Mills,IL,62917,1223,SALINE,-88.622871,37.683865,-88.622871,37.683865,218250,664462917,No,Unqualified
Manny's Grocery,Grocery Store,7627 S Jeffery Blvd,NA,Chicago,IL,60649,4015,COOK,-87.576057,41.756252,-87.576057,41.756252,218321,762760649,No,Potential Partner
DOLLAR GENERAL 8617,Dollar Store,6500 US 45 S,NA,Carrier Mills,IL,62917,NA,SALINE,-88.620621,37.683926,-88.620621,37.683926,218361,650062917,No,Unqualified
Frye Street Inc,NA,728 E Frye Ave,NA,Peoria,IL,61603,2608,PEORIA,-89.584496,40.712238,-89.584496,40.712238,218626,72861603,No,NA
Glen Oak Quick Stop,Convenience Store,1213 E Mcclure Ave,NA,Peoria,IL,61603,2103,PEORIA,-89.577515,40.717773,-89.577515,40.717773,218651,121361603,No,Unqualified
Speedway 6509,Convenience Store,498 N Oakwood St,NA,Oakwood,IL,61858,9511,VERMILION,-87.778267,40.123032,-87.778267,40.123032,218762,49861858,No,Unqualified
Spring Mega Mart Inc,NA,512 Spring St,NA,Peoria,IL,61603,4121,PEORIA,-89.577835,40.703617,-89.577835,40.703617,218770,51261603,No,NA
Michigan Food Center Inc,NA,5539 S Michigan Ave,NA,Chicago,IL,60637,1012,COOK,-87.622391,41.793777,-87.622391,41.793777,218837,553960637,No,NA
Gsp Inc,NA,5441 N East River Rd,NA,Chicago,IL,60656,1199,COOK,-87.84642,41.978214,-87.84642,41.978214,218859,544160656,No,NA
Meat House,Meat or Fish Market,11300 S Harlem Ave,NA,Worth,IL,60482,2094,COOK,-87.797661,41.686104,-87.797661,41.686104,218871,1130060482,No,Unqualified
Jewel Food Store 3082,Large Grocery Chain,6014 S Cottage Grove Ave,NA,Chicago,IL,60637,2526,COOK,-87.606049,41.784634,-87.606049,41.784634,218903,601460637,No,Potential Partner
7-Eleven Store 38789H,Convenience Store,120 W North Ave,NA,Melrose Park,IL,60164,NA,COOK,-87.909531,41.907364,-87.909531,41.907364,218908,12060164,No,Unqualified
Loda Big Mart Inc,NA,115 S Oak St,NA,Loda,IL,60948,8623,IROQUOIS,-88.072212,40.516399,-88.072212,40.516399,218961,11560948,No,NA
Art's Super Mart,NA,29 N Eddy St,NA,Sandwich,IL,60548,1679,DE KALB,-88.620659,41.646271,-88.620659,41.646271,219022,2960548,No,NA
WALGREENS  7409,Convenience Store,30 W Church St,NA,Sandwich,IL,60548,2106,DE KALB,-88.622543,41.644142,-88.622543,41.644142,219065,3060548,No,Unqualified
Mach 1 9,Convenience Store,303 W Van Buren St,NA,Clinton,IL,61727,2237,DE WITT,-88.962868,40.148148,-88.962868,40.148148,219142,30361727,No,Unqualified
Casey's General Store 1947,Convenience Store,100 Highland Ave,NA,Fairfield,IL,62837,1827,WAYNE,-88.359978,38.370735,-88.359978,38.370735,219166,10062837,No,Unqualified
ALDI 68070 68070,Large Grocery Chain,9129 N Allen Rd,NA,Peoria,IL,61615,1543,PEORIA,-89.631126,40.797951,-89.631126,40.797951,219177,912961615,No,Potential Partner
ONE STOP SHOP,Large Grocery Chain,2621 N Center St,NA,Maryville,IL,62062,5670,MADISON,-89.956703,38.730804,-89.956703,38.730804,219362,262162062,No,Potential Partner
HUCK'S  239,Gas Station,520 S Park Ave,NA,Herrin,IL,62948,3812,WILLIAMSON,-89.027679,37.798031,-89.027679,37.798031,219363,52062948,No,Unqualified
DOLLARTREE 8726,Dollar Store,3654 E. Ridge Rd,NA,Lansing,IL,60438,NA,COOK,-87.52742,41.564034,-87.52742,41.564034,219383,365460438,No,Unqualified
Fas Mart 5208,Convenience Store,3730 N Alpine Rd,NA,Rockford,IL,61114,4883,WINNEBAGO,-89.029228,42.314331,-89.029228,42.314331,219390,373061114,No,Unqualified
Circle K 6790,Gas Station,7201 W North Ave,NA,River Forest,IL,60305,NA,COOK,-87.806221,41.908794,-87.806221,41.908794,219400,720160305,No,Unqualified
Windy City Liquors,Liquor Store,101 E Grand Ave,NA,Melrose Park,IL,60164,1119,COOK,-87.904068,41.93084,-87.904068,41.93084,219405,10160164,No,Unqualified
7-eleven 36106B,Convenience Store,3005 N Pulaski Rd,NA,Chicago,IL,60641,5444,COOK,-87.72702,41.935623,-87.72702,41.935623,219408,300560641,No,Unqualified
Dollar General 1127,Dollar Store,205 E Southline Rd,NA,Tuscola,IL,61953,2058,DOUGLAS,-88.285873,39.791672,-88.285873,39.791672,219409,20561953,No,Unqualified
"Wcop, Inc.",NA,3340 N Pulaski Rd,NA,Chicago,IL,60641,4012,COOK,-87.727287,41.941921,-87.727287,41.941921,219415,334060641,No,NA
Dollar General 2545,Dollar Store,1037 University Ave,NA,Henry,IL,61537,1043,MARSHALL,-89.369637,41.117603,-89.369637,41.117603,219463,103761537,No,Unqualified
Family Dollar Store 11388,Dollar Store,110 W Oak St,NA,Fairbury,IL,61739,1543,LIVINGSTON,-88.51432,40.743778,-88.51432,40.743778,219465,11061739,No,Unqualified
Walmart Supercenter 1998,Large Grocery Chain,3626 Touhy Ave,NA,Skokie,IL,60076,3943,COOK,-87.718513,42.01181,-87.718513,42.01181,219472,362660076,No,Potential Partner
HUCK'S 366,Gas Station,3228 S Park Ave,NA,Herrin,IL,62948,3715,WILLIAMSON,-89.021545,37.748199,-89.021545,37.748199,219475,322862948,No,Unqualified
Dollar Tree 5461,Dollar Store,8517 S Cottage Grove Ave,NA,Chicago,IL,60619,6115,COOK,-87.604881,41.739925,-87.604881,41.739925,219479,851760619,No,Unqualified
Walgreens 12089,Convenience Store,1606 S Park Ave,NA,Herrin,IL,62948,4169,WILLIAMSON,-89.027626,37.787987,-89.027626,37.787987,219496,160662948,No,Unqualified
Gas N Wash Harlem Ave.,Gas Station,19420 S Harlem Ave,NA,Frankfort,IL,60423,6007,WILL,-87.791397,41.536934,-87.791397,41.536934,219567,1942060423,No,Unqualified
Lehr's Market,NA,102 S Van Buren St,NA,New Athens,IL,62264,1324,ST CLAIR,-89.879303,38.325336,-89.879303,38.325336,219584,10262264,No,NA
Mariano's 8531,Large Grocery Chain,3358 W Touhy Ave,NA,Skokie,IL,60076,7200,COOK,-87.713127,42.011906,-87.713127,42.011906,219607,335860076,No,Potential Partner
Girard Shell,Gas Station,105 S 3rd St,NA,Girard,IL,62640,1545,MACOUPIN,-89.780594,39.446239,-89.780594,39.446239,219620,10562640,No,Unqualified
"Family Fresh Meat Mart, Inc.",Meat or Fish Market,457 E 79th St,NA,Chicago,IL,60619,2819,COOK,-87.612625,41.751106,-87.612625,41.751106,219668,45760619,No,Unqualified
CVS Pharmacy 10624,Convenience Store,902 E Oak St,NA,Fairbury,IL,61739,NA,LIVINGSTON,-88.500244,40.743988,-88.500244,40.743988,219679,90261739,No,Unqualified
World Food Market,Food Market,669 Avenue of the Cities,NA,East Moline,IL,61244,4029,ROCK ISLAND,-90.445572,41.490017,-90.445572,41.490017,219883,66961244,No,Potential Partner
7-eleven 34468A,Convenience Store,3017 Kennedy Dr,NA,East Moline,IL,61244,3020,ROCK ISLAND,-90.455978,41.501999,-90.455978,41.501999,219884,301761244,No,Unqualified
S&k-2 Mini Mart Inc,Mini Mart,4400 Kennedy Dr,NA,East Moline,IL,61244,4246,ROCK ISLAND,-90.456184,41.486229,-90.456184,41.486229,219886,440061244,No,Potential Partner
Circle K 6865,Gas Station,2 N Main St,NA,Algonquin,IL,60102,2445,MCHENRY,-88.291962,42.167301,-88.291962,42.167301,219897,260102,No,Unqualified
Caseys General Store 1275,Convenience Store,201 N Main St,NA,Avon,IL,61415,5006,FULTON,-90.435081,40.663116,-90.435081,40.663116,219907,20161415,No,Unqualified
WALGREENS  5962,Convenience Store,4820 N Cumberland Ave,NA,Norridge,IL,60706,2914,COOK,-87.836853,41.967636,-87.836853,41.967636,219918,482060706,No,Unqualified
City Food Grocery Inc,Grocery Store,4832 N Cumberland Ave,NA,Norridge,IL,60706,2914,COOK,-87.836853,41.967751,-87.836853,41.967751,219977,483260706,No,Potential Partner
Walgreens 09515,Convenience Store,1301 Avenue of the Cities,NA,East Moline,IL,61244,4114,ROCK ISLAND,-90.431671,41.490425,-90.431671,41.490425,220010,130161244,No,Unqualified
Gas N Dash Mart,Gas Station,809 19th St,NA,East Moline,IL,61244,1633,ROCK ISLAND,-90.425522,41.522312,-90.425522,41.522312,220023,80961244,No,Unqualified
Forest Convenience Store,Convenience Store,5500 Forest Blvd,NA,Washington Park,IL,62204,1543,ST CLAIR,-90.091506999999993,38.636314,-90.091506999999993,38.636314,220035,550062204,No,Unqualified
Casey's General Store 3284,Convenience Store,330 N Locust St,NA,Manteno,IL,60950,1223,KANKAKEE,-87.831123,41.25182,-87.831123,41.25182,220049,33060950,No,Unqualified
Casey's General Store 3402,Convenience Store,111 Marquette Pl S,NA,Manteno,IL,60950,3707,KANKAKEE,-87.845207,41.250095,-87.845207,41.250095,220065,11160950,No,Unqualified
Road Ranger 140,Convenience Store,2705 E 12th St,NA,Mendota,IL,61342,9227,LA SALLE,-89.108269,41.555042,-89.108269,41.555042,220069,270561342,No,Unqualified
Curly's Corner Market,NA,5527 Maryville Rd,NA,Granite City,IL,62040,2615,MADISON,-90.104103,38.760902,-90.104103,38.760902,220120,552762040,No,NA
Highland Motomart 3114,Convenience Store,700 Broadway,NA,Highland,IL,62249,1828,MADISON,-89.682487,38.739334,-89.682487,38.739334,220122,70062249,No,Unqualified
